jedyorkgoat	@bdepouw09 @OhioState @NCAA suck my ass
lynne_colcombe	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
madison_rice	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
LizGordonCanlas	RT @OhioState: When you buy our officially licensed merchandise, you help make our mission possible. #BuyBuckeye this #BlackFriday! https:/…
mkbakess13	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
corbettprice1	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
geemcgee76	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
jdimick1	RT @UMichSurgery: The @UMich-@OhioState rivalry goes beyond the football stadium—and can even improve your laparoscopic skills. Here’s this…
pooleyjd	VIDEO: Riker family gives scarlet and gray greeting to northbound Buckeye buses. @OhioStateFB @OhioStAthletics… https://t.co/TlrRvIzZxI
JoyceNicolee	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
RSpange	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
mariaaalfaro	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Soudersjordan	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ryderseballos	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
theivorygrace	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
garynclick	RT @OhioState: Dakota and the National Guard 2-174th ADA Vandals of Mcconnelsville, Ohio currently deployed in Iraq are ready to cheer on t…
MommaPerl	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
krishadley09	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
mkaylamarie14	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
chloe_merry443	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
LMetcalf722	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
VNikolian	RT @UMichSurgery: The @UMich-@OhioState rivalry goes beyond the football stadium—and can even improve your laparoscopic skills. Here’s this…
0251KID	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
OhioStAthletics	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
OSUMarion	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
UMichSurgery	The @UMich-@OhioState rivalry goes beyond the football stadium—and can even improve your laparoscopic skills. Here’… https://t.co/SJZW29zpqw
NLTIV	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ProfeFoulis	RT @livgjestvang: So proud to work with @ashleyamill on affordable learning for @OhioState students. Good work, great people. Really nice p…
Coyatree	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
cfbfan101	@03Javi03 @TheHerd @ColinCowherd @OhioStAthletics @OhioStateFB @OhioState 8th times the charm. Beat Clemson and your in...same old.
jvinopal	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Lesley_G_C	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
marb0n	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Mogan52	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
sodexoUSA	We had a great time today participating in The Sunshine Boys Sports Podcast today. We can't wait to serve the 110,0… https://t.co/q3q40vlcU1
hgrindustrial	A look at Manufacturing 5.0 by Dr. Ned Hill of @Glenn_college @OhioState at @MAGNETOhio from @ramccafferty… https://t.co/6oQ5uh0gZb
melissancheese	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ashlynnseymour	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ihhoye	RT @RedCrossBloodDT: Congratulations to @OhioState for winning the 36th annual #BloodBattle, beating @UMich by just 53 blood donations! Fin…
BPatt_Recruit	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
MaryellenAOFD	RT @oliviafecteau: The countdown to the @OhioState/❌ichigan ga❌e is on! #TBDBITL is getting ready! https://t.co/4Dr4yJDkT5
livgjestvang	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
livgjestvang	So proud to work with @ashleyamill on affordable learning for @OhioState students. Good work, great people. Really… https://t.co/iTEnuwUr5k
fakeabbyshouse	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
AutumnNicole__	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
chris_j_walker	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
OSUPrezDrake	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
friendsunaoc	How @OhioState is engineering impact in rural #Honduras https://t.co/fQrkpzx2VD #intled https://t.co/bwanYDrGdL
NathanFleeger	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ConnorDorony	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
magnoliaxadele	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
medflygenes	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
isaacisaginger	RT @wsyx6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ❌ichigan in the annual Red Cross Blood Battle by just 53 donations!…
codynstac	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
joan_blackburn	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
HI_near_UofM	Hotel room with game bus stop in front of hotel at @HI_near_UofM for @UMich v. @OhioState Nov. 25. #goblue #mgoblue… https://t.co/XiEuXo8KkH
joshuacleonard	@yaf @realDailyWire @benshapiro I'd love to see a @benshapiro visit to The @OhioState University.
karncart	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
Rivervalleycu	Our staff has @OhioState spirit today! 🏈 #GoBucks #OSUvsUM https://t.co/Xm7NG7Bj0y
MegBurn96603723	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
PalyJen	RT @OhioStateNews: Scientists might need to rethink global #climate models after @OhioState-led #wetland study IDs methane-producing microb…
drooney1087	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
GoGlobalED	Learn about how CIBE grantee @OhioState is preparing students for high-need occupations in the global community: https://t.co/V5Nsd8iHCI
ACCCBuzz	Read about innovative approaches to next-generation cancer care, including programs from @StJosephOrange,… https://t.co/I1Uadu63Ic
lisa_brownee	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
singerscoach	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
faithmaile12	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Schaef99	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
amyslupski	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
morgan__noelle_	RT @onediirectionn7: dear @OhioState this is not how you spell my name. LOVE PAETTON https://t.co/UaACQDu3L2
beachdreamerwav	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
brittecnm	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
jdiazoh	RT @OhioStateNews: Dozens of @OhioState leaders &amp; volunteers help serve #Thanksgiving dinner for those unable to travel — 1 of nation’s lar…
gabbyrenee16	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
snyderman4293	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ohiodotcom	Our latest Focus On... reader photo challenge called for your best @OhioState fan photos, and you all delivered! Ch… https://t.co/et1AwLGE91
PodcastReseeder	Another new episode is ready! https://t.co/Ca3ShsuTTK @harvard @stanford @mit @yale @tamu @princeton @ohiostate… https://t.co/Yp8OhOBGgf
MelanieFunky_	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
katiefriedman02	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
BloodBattleUofM	RT @RedCrossBloodDT: Congratulations to @OhioState for winning the 36th annual #BloodBattle, beating @UMich by just 53 blood donations! Fin…
akilo_28	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
RedCrossBloodDT	Congratulations to @OhioState for winning the 36th annual #BloodBattle, beating @UMich by just 53 blood donations!… https://t.co/yj2DjGPIuj
RedCrossbloodGL	Congratulations to @OhioState for winning the 36th annual #BloodBattle, beating @UMich by just 53 blood donations!… https://t.co/BLcluBBMMS
cbraz1010	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
jack_althen	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
lxmunoz	How does @OhioState prep for game day? They BAND together 🎺🥁🎷 #GoBucks https://t.co/sabRAM3T83 #attemployee https://t.co/5vFqJFCKJx
tkelly407	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
123hansmith	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ArchCityCMH	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
sherman1959CG	RT @OhioStateNews: Scientists might need to rethink global #climate models after @OhioState-led #wetland study IDs methane-producing microb…
ss178403	RT @wsyx6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ❌ichigan in the annual Red Cross Blood Battle by just 53 donations!…
honeymoonGondo1	RT: ABC6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ichigan in the annual Red Cross Blood Battle… https://t.co/7uP8CeatxO
VikingLaxMomto3	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
rach_spector	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
emilylaurenward	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Catenigma	RT @OhioStateNews: Scientists might need to rethink global #climate models after @OhioState-led #wetland study IDs methane-producing microb…
S_Righetts	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
science360	RT @OhioStateNews: Scientists might need to rethink global #climate models after @OhioState-led #wetland study IDs methane-producing microb…
Brenda64	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
lexikfrazier	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
CoachPeteUSF	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
kabuschmeier	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
GrandCanals	Interesting points by @AOneHandedEcon on "#Manufacturing 5.0" https://t.co/bkEYI0pNsG @CrainsCleveland @MAGNETOhio… https://t.co/8MLAWPyrhG
blake_elkins87	It's 12:32... I have no idea why i am at work... And Xichigan still sucks.... @OhioState
YesImKayla	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
MMango44	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
OhioState	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
DrDkon2008	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
jeremywsyx	RT @wsyx6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ❌ichigan in the annual Red Cross Blood Battle by just 53 donations!…
onediirectionn7	dear @OhioState this is not how you spell my name. LOVE PAETTON https://t.co/UaACQDu3L2
miwayha	@TrevonDLogan @BrendanNyhan @OhioState I agree. I have a hidden disability, and I work in higher education on disab… https://t.co/MXta7ObpEP
garybartanus	RT @OhioState: Tomorrow is the last day to #beatTTUN! See how you can help us in the @RedCross #BloodBattle: https://t.co/u21vLnjDI3 https:…
thedaviddorsey	RT @Qcbynum: I’m pretty sure @KingJames kids are going to @OhioState He’s a fan https://t.co/c3rYAPpoX8
Qcbynum	I’m pretty sure @KingJames kids are going to @OhioState He’s a fan https://t.co/c3rYAPpoX8
Nikki_Trann	RT @wsyx6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ❌ichigan in the annual Red Cross Blood Battle by just 53 donations!…
